SeriesInd,group,Var01,Var02,Var03,Var05,Var07
41168,S03,48.72142786,83694100,48,48.06714243,48.55285643
41169,S03,48.91571429,65292500,48.38142771,48.86857229,48.64714429
41170,S03,48.70714186,84492100,47.86000057,48.50857157,47.88857271
41173,S03,47.99714286,95900000,47.06000143,47.13857271,47.77142714
41174,S03,47.985714,80481800,47.33428571,47.92856986,47.45571514
41175,S03,48.365715,73556000,47.54999929,47.63285829,48.11142729
41176,S03,48.12714386,55640200,47.77571486,47.99571614,47.85714343
41177,S03,48.23285671,50899800,47.75857157,47.82857129,48.20142743
41181,S03,49.68999857,104438600,48.71428686,48.72857286,49.68999857
41182,S03,50.304287,138670700,49.235714,49.83856957,49.35857014
41183,S03,49.71142957,84695800,49.18571471,49.5,49.44285586
41184,S03,49.332859,78312500,48.85857014,49.02571486,49.06285857
41187,S03,49.57857129,115485300,48.25857157,49.38571543,48.29142757
41188,S03,48.31714243,132446300,47.41428757,48.31000143,47.43428414
41189,S03,47.82857129,83430900,47.235714,47.39714429,47.46285629
41190,S03,47.667141,68772200,47.25,47.60714343,47.35571286
41191,S03,47.380001,108488800,46.50142671,47.22142786,46.55714414
41194,S03,46.90142829,82368300,46.438572,46.74285886,46.65714257
41195,S03,47.60714343,83642300,47.04428486,47.14285657,47.49142843
41196,S03,47.18571471,99799000,46.41143043,47.10714343,46.67856986
41197,S03,46.95428471,127647800,45.47571557,46.70000071,46.45142743
41198,S03,47.03571314,153755000,45.62285614,46.99857329,45.75142671
41201,S03,45.38571543,160161400,44.35714343,45.337143,45.04571529
41202,S03,46.54285814,123345600,45.02857214,45.24000171,46.47142786
41203,S03,46.985714,97645800,46.054287,46.45142743,46.087143
41204,S03,47.384285,139939800,45.445713,45.56285857,47.318573
41205,S03,47.59285743,109951800,46.44142914,47.33856957,46.62142943
41208,S03,47.70000071,84953400,46.75,46.79857257,47.43428414
41209,S03,48.09999843,73574900,47.634285,47.66428757,47.89428714
41210,S03,48.05285643,88136300,47.41143043,48.00571443,47.72000129
41211,S03,48.01857,80738700,47.54857257,47.81428529,47.952858
41212,S03,49.07143014,108828300,47.74285886,47.99285886,49.03714371
41216,S03,49.97571557,88763500,48.92856986,49,49.91857143
41217,S03,50.58571243,111156500,49.52999871,49.84999843,50.25142671
41218,S03,51.14285657,99915900,50.57143014,50.667141,51.02857214
41219,S03,51.42856986,122408300,50.31428529,50.47714229,51.38714214
41222,S03,51.39571386,110668600,50.40285871,50.905716,50.57143014
41223,S03,51.09714129,112902300,49.80285643,50.50428386,50.53571314
41224,S03,51.42856986,97909700,50.91143043,51.18999857,51.14571386
41225,S03,51.65857314,107633400,50.905716,51.57285686,51.11000057
41226,S03,52.14285657,121116800,51.31000143,51.59571457,52.13142771
41229,S03,53.52142714,143163300,52.18285757,52.20428471,53.40000157
41230,S03,54.09285743,204786400,53.33142857,54,53.83571243
41231,S03,56.61000057,235335100,55.14285657,56.58856957,55.27142714
41232,S03,55.72285843,131633600,54.84285743,55.27857214,55.32714457
41233,S03,56.43571471,129182200,55.39285657,55.47428514,56.18571471
41236,S03,57.14285657,147451500,55.65999986,55.764286,56.92856986
41237,S03,57.78571314,119145600,57.09714129,57.14285657,57.630001
41238,S03,57.52000043,164831100,56.02142714,57.22714229,56.08428571
41239,S03,56.71285629,148508500,55.44714357,55.945713,55.97428514
41240,S03,56.45000071,158146100,54.85714343,55.37714386,55.782856
41243,S03,57.07143014,153209000,56.05285643,56.82571414,56.67856986
41244,S03,56.84285743,159884900,55.47857286,56.80714414,55.55857086
41245,S03,56.22142786,183127000,54.60571286,55.85428614,56.08142857
41246,S03,55.90285871,217851900,53.90714257,55.630001,53.90999986
41247,S03,54.78571314,301147700,51.79571529,54.34857171,53.37428671
